"('Oferta biura nieruchomości',)","('Ul.Wiejska FRONTOWE SŁONECZNE 1938r. winda garaż',)","('Warszawa, Śródmieście, Śródmieście Południowe, Wiejska',)","('2590000',)","('24206',)","('107',)","('3',)","('wtórny',)","('kamienica',)","('1',)","('5',)","('cegła',)","('1938',)",pełna własność
"('Oferta biura nieruchomości',)","('Sprawna komunikacja z innymi dzielnicami!',)","('Warszawa, Praga-Południe, ul. Wiatraczna',)","('631047',)","('8030',)","('78,59',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Mieszkanie 3 pokojowe, metro Racławicka (Mokotów)',)","('Warszawa, Mokotów, Wierzbno, ul. Antoniego Edwarda Odyńca',)","('750000',)","('11364',)","('66',)","('3',)","('wtórny',)","('kamienica',)","('1',)","('5',)","('cegła',)","('1955',)",pełna własność
"('Oferta prywatna',)","('Jana Kazimierza 39m ogródek garaż komórka wys.3,11',)","('Warszawa, Wola, ul. Jana Kazimierza',)","('475000',)","('12179',)","('39',)","('2',)","('wtórny',)","('apartamentowiec',)","('parter',)","('3',)","('cegła',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowoczesne osiedle w świetnej lokalizacji!',)","('Warszawa, Ursus',)","('505000',)","('7479',)","('67,52',)","('3',)","('pierwotny',)","('Brak danych',)","('1',)","('2',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie, 141,80 m², Warszawa',)","('Warszawa, Śródmieście',)","('1547000',)","('10910',)","('141,80',)","('4',)","('wtórny',)","('blok',)","('6',)","('10',)","('cegła',)","('2000',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('2 Pokoje z bardzo dużym ogrodem',)","('Warszawa, Praga-Południe',)","('453000',)","('11486',)","('39,44',)","('2',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('8',)","('Brak danych',)","('2021',)",pełna własność
"('Oferta biura nieruchomości',)","('Przytulne dwu pokojowe mieszkanie Wilanów-Zawady',)","('Warszawa, Wilanów, Bruzdowa',)","('485000',)","('11201',)","('43,30',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('2',)","('cegła',)","('2015',)",pełna własność
"('Oferta biura nieruchomości',)","('DWA TARASY ! Nowe budownictwo - wysoki standard !',)","('Warszawa, Białołęka',)","('579000',)","('9650',)","('60',)","('3',)","('wtórny',)","('blok',)","('4',)","('5',)","('cegła',)","('2017',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje Tarchomin',)","('Warszawa, Białołęka, Tarchomin',)","('368000',)","('7077',)","('52',)","('3',)","('pierwotny',)","('blok',)","('1',)","('5',)","('cegła',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokojowe mieszkanie ul. Grodkowska',)","('Warszawa, Bemowo',)","('479000',)","('11140',)","('43',)","('2',)","('wtórny',)","('apartamentowiec',)","('6',)","('7',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 83,5 m2, 4 pokoje, Grochów, Warszawa',)","('Warszawa, Praga-Południe, Grochów, Łukowska',)","('530000',)","('6386',)","('83',)","('4',)","('wtórny',)","('blok',)","('2',)","('3',)","('pustak',)","('1986',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('3 pokoje, zielone płuca Wawra',)","('Warszawa, Wawer, Marysin Wawerski, Korkowa',)","('665000',)","('9599',)","('69,28',)","('3',)","('wtórny',)","('blok',)","('parter',)","('3',)","('Brak danych',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('przy metrze, garaż, stan. deweloperski',)","('Warszawa, Praga-Północ, Stalowa',)","('540000',)","('12857',)","('42',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('5',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1198243,5',)","('13990',)","('85,65',)","('3',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('2342337,4',)","('14990',)","('156,26',)","('5',)","('pierwotny',)","('apartamentowiec',)","('6',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('654305,6',)","('10790',)","('60,64',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('559932,4',)","('11390',)","('49,16',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('552301,1',)","('11390',)","('48,49',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('789028,9',)","('10690',)","('73,81',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1443318,9',)","('12990',)","('111,11',)","('4',)","('pierwotny',)","('apartamentowiec',)","('4',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1741475,2',)","('13990',)","('124,48',)","('5',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1564082',)","('13990',)","('111,80',)","('4',)","('pierwotny',)","('apartamentowiec',)","('6',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('835633,4',)","('10490',)","('79,66',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('477869,1',)","('11490',)","('41,59',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('861019,2',)","('10490',)","('82,08',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1389766,6',)","('13990',)","('99,34',)","('4',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1365638,7',)","('12990',)","('105,13',)","('4',)","('pierwotny',)","('apartamentowiec',)","('4',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('668764,2',)","('10790',)","('61,98',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('658729,5',)","('10790',)","('61,05',)","('3',)","('pierwotny',)","('apartamentowiec',)","('1',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Dom Hygge Mokotów',)","('Warszawa, Mokotów, Sielce, Bobrowiecka',)","('1448524,6',)","('13990',)","('103,54',)","('4',)","('pierwotny',)","('apartamentowiec',)","('5',)","('6',)","('cegła',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('Okazja! Dwupoziomowy lokal na biuro lub mieszkanie',)","('Warszawa, Wola',)","('1299000',)","('9485',)","('136,96',)","('8',)","('wtórny',)","('Brak danych',)","('parter',)","('Brak danych',)","('Brak danych',)","('2013',)",pełna własność
"('Oferta biura nieruchomości',)","('Wysoki i słoneczny apartament z tarasem i balkonem',)","('Warszawa, Mokotów',)","('1150000',)","('10088',)","('114',)","('4',)","('wtórny',)","('apartamentowiec',)","('6',)","('6',)","('Brak danych',)","('2015',)",Brak danych
"('Oferta biura nieruchomości',)","('Atrakcyjne dwupokojowe nieopodal Ch Arkadia',)","('Warszawa, Śródmieście',)","('810000',)","('16875',)","('48',)","('2',)","('wtórny',)","('apartamentowiec',)","('7',)","('17',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament Mokotów Villa Marina, siłownia, taras',)","('Warszawa, Mokotów',)","('1155000',)","('10500',)","('110',)","('4',)","('wtórny',)","('apartamentowiec',)","('4',)","('5',)","('Brak danych',)","('2005',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje z kominkiem + garaż . Miasteczko Wilanów.',)","('Warszawa, Wilanów',)","('685000',)","('11610',)","('59',)","('2',)","('wtórny',)","('apartamentowiec',)","('1',)","('4',)","('Brak danych',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('5 pok Lądowa II p. bez windy widok na Park Lazienk',)","('Warszawa, Śródmieście, Śródmieście Południowe, ul. Lądowa',)","('2099000',)","('19802',)","('106',)","('5',)","('wtórny',)","('kamienica',)","('2',)","('3',)","('cegła',)","('1936',)",pełna własność
"('Oferta biura nieruchomości',)","('Klimatyczne 4 pokoje w świetnej lokalizacji',)","('Warszawa, Praga-Południe, Gocław, Stanisława Mikołajczyka',)","('820000',)","('8913',)","('92',)","('4',)","('wtórny',)","('blok',)","('1',)","('4',)","('cegła',)","('1992',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Żywnego, świetny punkt',)","('Warszawa, Mokotów, Górny Mokotów',)","('530000',)","('11042',)","('48',)","('3',)","('wtórny',)","('blok',)","('1',)","('12',)","('inne',)","('1970',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Dwupoziomowe ładne mieszkanie! Ursynów! 106 mkw!',)","('Warszawa, Ursynów, Melchiora Wańkowicza',)","('1100000',)","('10300',)","('106,80',)","('4',)","('wtórny',)","('blok',)","('3',)","('3',)","('cegła',)","('2001',)",spółdzielcze własnościowe
"('Oferta biura nieruchomości',)","('Apartament na Powiślu w nowej inwestycji, cesja',)","('Warszawa, Śródmieście, Przemysłowa',)","('698000',)","('13504',)","('51,69',)","('2',)","('wtórny',)","('kamienica',)","('6',)","('6',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('4 pokoje, 15 min Centrum, dwa garaże',)","('Warszawa, Praga-Południe, Grochowska',)","('440520',)","('8009',)","('55',)","('4',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie z OGRÓDKIEM, świetna cena!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('495331',)","('9396',)","('52,72',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Świetne mieszkanie z TARASEM i dużym OGRODEM!',)","('Warszawa, Ursynów, ul. Kłobucka',)","('506940',)","('10054',)","('50,42',)","('3',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('10',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta prywatna',)","('Okazja, Bezpośrednio, przy SGGW, METRO!',)","('Warszawa, Ursynów',)","('575000',)","('8099',)","('71',)","('4',)","('wtórny',)","('blok',)","('3',)","('4',)","('Brak danych',)","('Brak danych',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('Sprzedam bezpośrednio mieszkanie 62,56 m2, W-wa',)","('Warszawa, Bemowo',)","('501890',)","('8023',)","('62,56',)","('3',)","('wtórny',)","('blok',)","('3',)","('8',)","('wielka płyta',)","('1983',)",pełna własność
"('Oferta biura nieruchomości',)","('Piękny apartament na Starym Mokotowie',)","('Warszawa, Mokotów, Antoniego Odyńca',)","('1450000',)","('16997',)","('85,31',)","('3',)","('wtórny',)","('kamienica',)","('1',)","('4',)","('cegła',)","('1936',)",Brak danych
"('Oferta biura nieruchomości',)","('Tarchomin (3 pok.) 60,33m2 + 11,80m2 Tarasu!',)","('Warszawa, Białołęka, Tarchomin, ul. Talarowa',)","('490483',)","('8130',)","('60,33',)","('3',)","('pierwotny',)","('blok',)","('3',)","('4',)","('Brak danych',)","('2020',)",Brak danych
"('Oferta biura nieruchomości',)","('Dwupoziomowe mieszkanie z ogródkiem 131 m2',)","('Warszawa, Rembertów',)","('619000',)","('4712',)","('131,38',)","('5',)","('pierwotny',)","('Brak danych',)","('1',)","('1',)","('Brak danych',)","('2019',)",Brak danych
"('Oferta biura nieruchomości',)","('2 pokoje na Powiślu, nowa inwestycja, cesja',)","('Warszawa, Śródmieście, Powiśle, Przemysłowa',)","('629000',)","('13978',)","('45',)","('2',)","('wtórny',)","('kamienica',)","('6',)","('6',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowe willowe osiedle-luksusowy segment, 0%prowizji',)","('Warszawa, Bemowo, Kopalniana',)","('1094709',)","('6786',)","('161,33',)","('5',)","('pierwotny',)","('Brak danych',)","('parter',)","('2',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('3 Pokoje - Zielone Osiedle !',)","('Warszawa, Włochy, Obywatelska',)","('779000',)","('9358',)","('83,24',)","('3',)","('wtórny',)","('blok',)","('2',)","('5',)","('Brak danych',)","('2012',)",pełna własność
"('Oferta biura nieruchomości',)","('Klimatyczne mieszkanie w solidnym ceglanym bloku',)","('Warszawa, Ursus, Bohaterów Warszawy',)","('498000',)","('7545',)","('66',)","('3',)","('wtórny',)","('blok',)","('parter',)","('3',)","('cegła',)","('1956',)",pełna własność
"('Oferta biura nieruchomości',)","('Mieszkanie 36 m2, Warszawa Bemowo!',)","('Warszawa, Bemowo, Jelonki',)","('342000',)","('9634',)","('35,50',)","('2',)","('wtórny',)","('blok',)","('6',)","('8',)","('wielka płyta',)","('1977',)",Brak danych
"('Oferta biura nieruchomości',)","('Mieszkanie w pobliżu Metra Imielin',)","('Warszawa, Ursynów, al. Komisji Edukacji Narodowej',)","('530000',)","('12243',)","('43,29',)","('2',)","('wtórny',)","('blok',)","('4',)","('16',)","('Brak danych',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('90 m2 w kamienicy! Ostatnie klucze!',)","('Warszawa, Praga-Północ',)","('1100000',)","('12222',)","('90',)","('4',)","('wtórny',)","('kamienica',)","('1',)","('6',)","('cegła',)","('1906',)",pełna własność
"('Oferta prywatna',)","('Odstąpię mieszkanie - Śródmieście ""Central Garden""',)","('Warszawa, Śródmieście, Śródmieście Północne, ul. Zygmunta Słomińskiego',)","('436500',)","('14081',)","('31',)","('2',)","('pierwotny',)","('apartamentowiec',)","('1',)","('9',)","('Brak danych',)","('2021',)",pełna własność
"('Oferta biura nieruchomości',)","('Apartament w kamienicy 120 m2',)","('Warszawa, mazowieckie',)","('1950000',)","('16250',)","('120',)","('4',)","('wtórny',)","('kamienica',)","('6',)","('6',)","('cegła',)","('1906',)",pełna własność
"('Oferta biura nieruchomości',)","('140 m2 z antresolą - gotowe - do aranżacji',)","('Warszawa, Praga-Północ',)","('1300000',)","('9286',)","('140',)","('5',)","('wtórny',)","('blok',)","('6',)","('6',)","('inne',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Kawalerka z ogrodem',)","('Warszawa, Praga-Południe',)","('341000',)","('11555',)","('29,51',)","('1',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('8',)","('Brak danych',)","('2021',)",pełna własność
"('Oferta prywatna',)","('Bezpośrednio, ul. Chmielna 73B,126m',)","('Warszawa, Wola, ul. Chmielna 73b',)","('1345000',)","('10644',)","('126,36',)","('4',)","('wtórny',)","('kamienica',)","('4',)","('6',)","('cegła',)","('1925',)",pełna własność
"('Oferta biura nieruchomości',)","('mieszkanie na Starym Żoliborzu w budynku z basenem',)","('Warszawa, Żoliborz, Bitwy pod Rokitną',)","('2800000',)","('18667',)","('150',)","('3',)","('wtórny',)","('apartamentowiec',)","('6',)","('9',)","('cegła',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('75 m2 w pobliżu Łazienek',)","('Warszawa, Mokotów, Górny Mokotów',)","('965000',)","('12867',)","('75',)","('3',)","('wtórny',)","('apartamentowiec',)","('5',)","('6',)","('Brak danych',)","('2007',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokoje, Wola ul. Sztuk Pięknych',)","('Warszawa, Wola',)","('730000',)","('13491',)","('54,11',)","('3',)","('wtórny',)","('apartamentowiec',)","('3',)","('6',)","('Brak danych',)","('2011',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokojowe mieszkanie Ochota ul. Grójecka',)","('Warszawa, Ochota',)","('685000',)","('12232',)","('56',)","('3',)","('wtórny',)","('kamienica',)","('5',)","('7',)","('Brak danych',)","('1960',)",pełna własność
"('Oferta prywatna',)","('Ostatnia szansa ,ostatnie mieszkanie Anin',)","('Warszawa, Wawer',)","('695000',)","('7733',)","('89,88',)","('5',)","('pierwotny',)","('Brak danych',)","('1',)","('1',)","('cegła',)","('2018',)",pełna własność
"('Oferta biura nieruchomości',)","('74 m2 studio w budynku z basenem na Żoliborzu',)","('Warszawa, Żoliborz, Stary Żoliborz, Bitwy pod Rokitną',)","('910000',)","('11971',)","('76,02',)","('1',)","('wtórny',)","('apartamentowiec',)","('parter',)","('9',)","('cegła',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokoje 9447 Pln/m², Mokotów, prywatne jeziorko',)","('Warszawa, Ursynów, Kłobucka',)","('410000',)","('9447',)","('43,40',)","('2',)","('pierwotny',)","('apartamentowiec',)","('4',)","('4',)","('Brak danych',)","('2020',)",pełna własność
"('Oferta biura nieruchomości',)","('3 pokojowe w apartamentowcu na Starym Żoliborzu',)","('Warszawa, Żoliborz, Stary Żoliborz',)","('1900000',)","('16102',)","('118',)","('3',)","('wtórny',)","('apartamentowiec',)","('7',)","('9',)","('cegła',)","('2003',)",pełna własność
"('Oferta biura nieruchomości',)","('Spędź Święta w tym nowym pięknym mieszkaniu!',)","('Warszawa, Praga-Południe, Wojciecha Chrzanowskiego',)","('488670',)","('9100',)","('53,70',)","('3',)","('pierwotny',)","('apartamentowiec',)","('5',)","('5',)","('pustak',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Ostatnie 4 pok mieszkania za moment do odbioru!',)","('Warszawa, Praga-Południe, Wojciecha Chrzanowskiego',)","('524032',)","('8900',)","('58,88',)","('4',)","('pierwotny',)","('apartamentowiec',)","('1',)","('5',)","('pustak',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Narożny 4 pok apartament - odbiór jesienią!',)","('Warszawa, Praga-Południe, Wojciecha Chrzanowskiego',)","('546308',)","('8956',)","('61',)","('4',)","('pierwotny',)","('apartamentowiec',)","('2',)","('5',)","('pustak',)","('2019',)",pełna własność
"('Oferta biura nieruchomości',)","('Czteropokojowe przy ul. Sarmackiej',)","('Warszawa, Wilanów',)","('934000',)","('11000',)","('84,91',)","('4',)","('wtórny',)","('blok',)","('2',)","('6',)","('cegła',)","('2010',)",pełna własność
"('Oferta biura nieruchomości',)","('5 pokojowe dla rodziny na Żoliborzu',)","('Warszawa, Żoliborz, ul. Przasnyska',)","('2200000',)","('15385',)","('143',)","('5',)","('wtórny',)","('blok',)","('4',)","('6',)","('cegła',)","('2013',)",udział
"('Oferta biura nieruchomości',)","('Powiśle*Piękny widok*Parking*Do wejścia*Od Zaraz',)","('Warszawa, Śródmieście, Powiśle',)","('884800',)","('14000',)","('63,20',)","('2',)","('wtórny',)","('Brak danych',)","('6',)","('10',)","('Brak danych',)","('1995',)",pełna własność
"('Oferta biura nieruchomości',)","('Saska Kępia, Pnthouse 174 m2',)","('Warszawa, Praga-Południe, Saska Kępa',)","('3500000',)","('20115',)","('174',)","('5',)","('wtórny',)","('apartamentowiec',)","('3',)","('3',)","('cegła',)","('2012',)",pełna własność
"('Oferta biura nieruchomości',)","('Gotarda, 3 osobne pokoje, idealne do wynajmu',)","('Warszawa, Mokotów, Górny Mokotów',)","('465000',)","('11071',)","('42',)","('3',)","('wtórny',)","('blok',)","('3',)","('13',)","('inne',)","('1975',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('93,04 m2 w stanie deweloperskim przy Hlonda',)","('Warszawa, Wilanów',)","('930000',)","('9996',)","('93,04',)","('3',)","('wtórny',)","('blok',)","('1',)","('5',)","('Brak danych',)","('2009',)",pełna własność
"('Oferta biura nieruchomości',)","('Gotowiec inwestycyjny, 5 pokoi, ROI 8%, BUSPAS',)","('Warszawa, Praga-Południe, ul. Bracławska',)","('480000',)","('8571',)","('56',)","('5',)","('wtórny',)","('blok',)","('6',)","('6',)","('żelbet',)","('1974',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('Trzypokojowe z widokiem na Warsaw Spire',)","('Warszawa, Wola',)","('741000',)","('10945',)","('67,70',)","('3',)","('wtórny',)","('blok',)","('7',)","('7',)","('cegła',)","('2000',)",pełna własność
"('Oferta biura nieruchomości',)","('5 pokojowe, w kameralnym budynku w Sródmieściu',)","('Warszawa, Śródmieście, Śródmieście Północne',)","('2350000',)","('12401',)","('189,50',)","('5',)","('wtórny',)","('apartamentowiec',)","('3',)","('4',)","('cegła',)","('2006',)",pełna własność
"('Oferta biura nieruchomości',)","('Przestronne 2 pokoje 48m2 w SUPER CENIE!',)","('Warszawa, Wawer, ul. Goździków',)","('402971',)","('8350',)","('48,26',)","('2',)","('pierwotny',)","('apartamentowiec',)","('4',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Komfortowe 84,2o m2 na Górnym Mokotowie',)","('Warszawa, Mokotów, Górny Mokotów',)","('1310000',)","('15558',)","('84,20',)","('3',)","('wtórny',)","('Brak danych',)","('1',)","('6',)","('cegła',)","('2008',)",pełna własność
"('Oferta biura nieruchomości',)","('Czteropokojowe 170 m2 na Mokotowie przy Parku',)","('Warszawa, Mokotów, Dolny Mokotów',)","('2900000',)","('17059',)","('170',)","('4',)","('wtórny',)","('dom wolnostojący',)","('2',)","('4',)","('cegła',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('Świetna cena, oddanie już w styczniu!',)","('Warszawa, Mokotów, ul. Cybernetyki',)","('716465',)","('8500',)","('84,29',)","('4',)","('pierwotny',)","('apartamentowiec',)","('parter',)","('7',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('Inwestycja na świetnie skomunikowanym Wawrze!',)","('Warszawa, Wawer, ul. Goździków',)","('677600',)","('8000',)","('84,70',)","('4',)","('pierwotny',)","('apartamentowiec',)","('3',)","('5',)","('inne',)","('Brak danych',)",Brak danych
"('Oferta biura nieruchomości',)","('3 pokoje mieszkanie ul. Ułańskiej',)","('Warszawa, Wesoła',)","('429000',)","('7150',)","('60',)","('3',)","('wtórny',)","('apartamentowiec',)","('2',)","('3',)","('Brak danych',)","('1995',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pok mieszkanie Bemowo ul. Batalionów Chłopskich',)","('Warszawa, Bemowo',)","('505000',)","('12024',)","('42',)","('2',)","('wtórny',)","('apartamentowiec',)","('parter',)","('5',)","('Brak danych',)","('2016',)",pełna własność
"('Oferta biura nieruchomości',)","('2 pokojowe mieszkanie Ursynów ul. Pileckiego',)","('Warszawa, Ursynów',)","('630000',)","('10862',)","('58',)","('2',)","('wtórny',)","('blok',)","('parter',)","('5',)","('Brak danych',)","('2002',)",spółdzielcze wł. z KW
"('Oferta biura nieruchomości',)","('3 pokoje w pobliżu Parku Szczęśliwickiego',)","('Warszawa, Ochota',)","('799000',)","('10945',)","('73',)","('3',)","('wtórny',)","('blok',)","('3',)","('3',)","('Brak danych',)","('2002',)",pełna własność
"('Oferta biura nieruchomości',)","('Dwustronne mieszkanie 46 m2, 2 lub 3 pokoje',)","('Warszawa, Ochota, Jasielska',)","('490000',)","('10652',)","('46',)","('3',)","('wtórny',)","('blok',)","('2',)","('4',)","('cegła',)","('1960',)",spółdzielcze własnościowe
"('Oferta prywatna',)","('Warszawa, Żoliborz Artystyczny , 41 m2, dwa pokoje',)","('Warszawa, Żoliborz',)","('505000',)","('12239',)","('41,26',)","('2',)","('pierwotny',)","('apartamentowiec',)","('2',)","('Brak danych',)","('Brak danych',)","('2019',)",pełna własność
"('Oferta prywatna',)","('BEZ PCC!Dwupokojowe,przyRONDO WIATRACZNA!Urządzone',)","('Warszawa, Praga-Południe, ul. Podskarbińska 26',)","('639000',)","('13596',)","('47',)","('2',)","('wtórny',)","('blok',)","('3',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta prywatna',)","('Mieszkanie na Bródnie BEZPOŚREDNIO',)","('Warszawa, Targówek',)","('363000',)","('9404',)","('38,60',)","('1',)","('wtórny',)","('blok',)","('2',)","('3',)","('Brak danych',)","('Brak danych',)",pełna własność
"('Oferta prywatna',)","('Gotowiec inwestycyjny, kawalerka na wynajem ROI 9%',)","('Warszawa, Praga-Południe, ul. Siennicka',)","('224500',)","('12472',)","('18',)","('1',)","('wtórny',)","('blok',)","('8',)","('8',)","('żelbet',)","('Brak danych',)",pełna własność
"('Oferta biura nieruchomości',)","('Sprzedam dużą kawalerkę na Ochocie',)","('Warszawa, Ochota, Stara Ochota, Sękocińska',)","('385000',)","('10405',)","('37',)","('1',)","('wtórny',)","('kamienica',)","('2',)","('4',)","('cegła',)","('1958',)",pełna własność
"('Oferta biura nieruchomości',)","('Nowe widok na 2ha Park słoneczne garaż komórka',)","('Warszawa, Mokotów, ul. Lubaszki',)","('494000',)","('13000',)","('38',)","('2',)","('wtórny',)","('apartamentowiec',)","('2',)","('2',)","('Brak danych',)","('2018',)",pełna własność
"('Oferta prywatna',)","('Apartament + garaż + pom. gospodarcze, LuX',)","('Warszawa, Wola, ul. Jana Kazimierza',)","('780000',)","('10433',)","('74,76',)","('4',)","('wtórny',)","('blok',)","('1',)","('6',)","('cegła',)","('2015',)",pełna własność
"('Oferta prywatna',)","('BEZ PCC!3pokojowe!PrzyRondoWiatraczna!BEZPOŚREDNIO',)","('Warszawa, Praga-Południe, ul. Podskarbińska',)","('669000',)","('13118',)","('51',)","('3',)","('wtórny',)","('blok',)","('5',)","('5',)","('cegła',)","('2019',)",pełna własność
"('Oferta prywatna',)","('Ursynów Las Kabacki mieszkanie z kominkiem 100 m2',)","('Warszawa, Ursynów, ul. Rajskich Ptaków 9',)","('786000',)","('7860',)","('100',)","('3',)","('wtórny',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('Brak danych',)","('2002',)",Brak danych
